CustomerKey,Customer City,CustomerCountry,CustomerAlternateKey,FullName,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EducationLevel,Occupation,HouseOwnerFlag,NumberCarsOwned,DateFirstPurchase
11194,Palo Alto,United States,AW00011194,Jacqueline Price,1950-12-08,Married,Female,60000.00,4,0,Bachelors,Management,1,2,2022-03-13
11195,Renton,United States,AW00011195,Megan Henderson,1951-08-10,Married,Female,60000.00,5,0,Bachelors,Management,1,3,2022-04-14
11196,Beaverton,United States,AW00011196,Alfredo Romero,1951-12-05,Married,Male,60000.00,5,0,Bachelors,Management,1,3,2022-03-03
11197,Seattle,United States,AW00011197,Andrea Morris,1951-12-16,Married,Female,70000.00,3,1,Bachelors,Management,0,1,2022-05-02
11198,Santa Cruz,United States,AW00011198,Brooke Sanders,1952-05-25,Single,Female,70000.00,4,1,Bachelors,Management,1,1,2022-02-05
11199,Burlingame,United States,AW00011199,Jacqueline Bennett,1957-11-02,Married,Female,70000.00,4,1,Bachelors,Management,1,1,2022-03-18
11200,Victoria,Canada,AW00011200,Jason Griffin,1953-05-21,Married,Male,70000.00,4,1,Bachelors,Management,1,1,2022-02-07
11201,Santa Monica,United States,AW00011201,Amanda Foster,1953-02-14,Married,Female,70000.00,4,1,Bachelors,Management,1,1,2022-07-01
11202,Lakewood,United States,AW00011202,Alexia Price,1958-08-22,Married,Female,80000.00,5,0,Bachelors,Management,0,2,2022-09-15
11203,Port Hammond,Canada,AW00011203,Luis Diaz,1959-08-18,Married,Male,40000.00,2,1,High School,Professional,1,2,2022-02-20
11204,Beaverton,United States,AW00011204,Destiny Rivera,1953-11-29,Married,Female,40000.00,2,1,High School,Professional,1,2,2022-08-09
11205,Burien,United States,AW00011205,Abby Fernandez,1954-01-21,Married,Female,40000.00,2,1,High School,Professional,1,2,2022-07-27
11206,Lynnwood,United States,AW00011206,Blake Flores,1954-03-24,Married,Male,60000.00,2,1,Partial College,Professional,1,1,2022-05-11
11207,Renton,United States,AW00011207,Danielle Cox,1954-01-16,Single,Female,60000.00,2,1,Partial College,Professional,1,1,2022-01-31
11208,Glendale,United States,AW00011208,Maria Reed,1953-08-03,Married,Female,60000.00,2,1,Bachelors,Management,1,0,2022-03-04
11209,Lincoln Acres,United States,AW00011209,Allison Evans,1953-07-12,Married,Female,60000.00,2,1,Bachelors,Management,1,0,2022-03-25
11210,West Covina,United States,AW00011210,Edward Wood,1953-12-06,Married,Male,70000.00,4,1,Partial College,Professional,1,2,2022-05-06
11211,Haney,Canada,AW00011211,Samantha Russell,1960-10-08,Married,Female,40000.00,2,1,High School,Professional,1,2,2022-02-01
11212,Metchosin,Canada,AW00011212,Chloe Campbell,1955-05-05,Married,Female,40000.00,2,1,High School,Professional,1,2,2022-01-30
11213,Edmonds,United States,AW00011213,Stephanie Murphy,1954-11-11,Single,Female,60000.00,2,1,Partial College,Professional,1,2,2022-03-28
11214,Milwaukie,United States,AW00011214,Charles Miller,1955-05-07,Single,Male,60000.00,2,1,Partial College,Professional,1,2,2022-08-14
11215,Royal Oak,Canada,AW00011215,Ana Perry,1961-06-17,Married,Female,40000.00,2,1,Partial High School,Skilled Manual,1,2,2022-02-15
11216,Portland,United States,AW00011216,Jasmine Torres,1955-11-17,Single,Female,60000.00,2,1,Partial College,Professional,1,2,2020-08-15
11217,Portland,United States,AW00011217,Natalie Adams,1955-08-11,Single,Female,60000.00,2,1,Partial College,Professional,1,2,2020-08-10
11218,Tacoma,United States,AW00011218,Olivia Brown,1961-09-07,Single,Female,60000.00,2,1,Partial College,Professional,0,2,2022-02-28
11219,Woodburn,United States,AW00011219,Charles Cook,1956-05-31,Married,Male,60000.00,2,1,High School,Professional,1,2,2022-10-29
11220,Colma,United States,AW00011220,Erica Huang,1961-02-19,Married,Female,60000.00,2,1,Partial College,Professional,1,1,2022-03-14
11221,Lakewood,United States,AW00011221,Nathan Perry,1955-12-08,Married,Male,70000.00,4,2,Partial College,Professional,1,1,2022-04-07
11222,Santa Monica,United States,AW00011222,Alexandra Rivera,1956-02-14,Married,Female,80000.00,3,1,Bachelors,Management,1,1,2022-11-01
11223,Langley,Canada,AW00011223,Hailey Patterson,1957-03-15,Single,Female,70000.00,2,1,High School,Professional,1,2,2022-01-29
11224,Burien,United States,AW00011224,Tiffany Li,1957-03-05,Single,Female,70000.00,2,1,High School,Professional,1,2,2020-08-07
11225,Renton,United States,AW00011225,Madison Lee,1962-02-12,Married,Female,60000.00,2,1,Partial College,Professional,1,1,2022-06-22
11226,W. Linn,United States,AW00011226,Sydney Ross,1962-09-23,Married,Female,60000.00,2,1,Partial College,Professional,1,1,2022-02-21
11227,Colma,United States,AW00011227,Marshall Chavez,1962-08-08,Single,Male,60000.00,2,1,Partial College,Professional,1,2,2020-08-03
11228,El Cajon,United States,AW00011228,Ashley Jones,1956-10-16,Married,Female,60000.00,2,1,Partial College,Professional,1,2,2022-10-25
11229,Redwood City,United States,AW00011229,Adrian Stewart,1957-06-01,Single,Male,70000.00,4,2,Partial College,Professional,1,1,2022-07-27
11230,Santa Monica,United States,AW00011230,Amber Turner,1956-09-30,Married,Female,70000.00,4,2,Partial College,Professional,0,2,2022-07-16
11231,Bremerton,United States,AW00011231,Dennis Zhang,1963-11-11,Married,Male,60000.00,2,1,High School,Professional,1,2,2022-02-10
11232,Everett,United States,AW00011232,Hailey Bryant,1958-03-27,Married,Female,60000.00,3,1,High School,Professional,0,2,2022-09-20
11233,Berkeley,United States,AW00011233,Todd Li,1963-09-06,Married,Male,70000.00,4,2,Partial College,Professional,1,2,2022-02-08
11234,Long Beach,United States,AW00011234,Anna Griffin,1958-05-19,Single,Female,70000.00,4,2,Partial College,Professional,1,2,2022-02-08
11235,Ballard,United States,AW00011235,Angel Stewart,1957-08-07,Married,Male,70000.00,4,2,Partial College,Professional,1,2,2022-07-04
11236,Bellingham,United States,AW00011236,Jeremy Butler,1957-09-02,Single,Male,70000.00,5,2,Partial College,Professional,1,2,2022-10-03
11237,Solingen,Germany,AW00011237,Clarence Anand,1964-03-22,Single,Male,130000.00,2,3,Bachelors,Management,0,4,2020-09-05
11238,Birmingham,United Kingdom,AW00011238,Mayra Prasad,1964-02-07,Single,Female,130000.00,2,3,Bachelors,Management,0,4,2020-01-06
11239,London,United Kingdom,AW00011239,Latoya Goel,1969-10-02,Married,Female,130000.00,2,4,Partial College,Professional,0,2,2020-01-19
11240,Watford,United Kingdom,AW00011240,Anne Hernandez,1964-06-09,Married,Female,160000.00,2,3,Partial College,Professional,1,4,2020-02-27
11241,Les Ulis,France,AW00011241,Lisa Cai,1974-04-06,Single,Female,100000.00,2,3,Partial College,Professional,1,4,2021-09-10
11242,Versailles,France,AW00011242,Larry Munoz,1963-05-11,Married,Male,110000.00,2,4,Partial College,Professional,1,3,2021-09-19
11243,Esher-Molesey,United Kingdom,AW00011243,Robin Alvarez,1963-04-08,Married,Female,150000.00,2,3,Partial College,Professional,1,3,2020-02-21
11244,Runcorn,United Kingdom,AW00011244,Alexis Coleman,1968-11-22,Single,Female,170000.00,2,3,Bachelors,Management,0,3,2020-02-12
11245,Hamburg,Germany,AW00011245,Ricky Vazquez,1962-04-26,Married,Male,120000.00,3,4,High School,Professional,0,4,2020-09-26
11246,Hamburg,Germany,AW00011246,Latasha Rubio,1962-04-08,Married,Female,120000.00,3,4,High School,Professional,0,4,2020-10-03
11247,Lancaster,United Kingdom,AW00011247,Claudia Zhou,1961-12-04,Single,Female,130000.00,3,4,Partial College,Professional,0,3,2020-02-18
11248,Saint-Denis,France,AW00011248,Tristan Alexander,1966-03-22,Married,Male,110000.00,3,4,Partial College,Professional,1,4,2022-07-14
11249,Sulzbach Taunus,Germany,AW00011249,Cindy Patel,1966-07-09,Married,Female,130000.00,3,4,Partial College,Professional,1,3,2020-10-09
11250,Woolston,United Kingdom,AW00011250,Shannon Liu,1966-03-08,Married,Female,170000.00,3,4,High School,Professional,1,2,2020-03-17
11251,Haney,Canada,AW00011251,Xavier Long,1938-01-01,Single,Male,30000.00,4,0,High School,Professional,0,2,2022-10-18
11252,Lemon Grove,United States,AW00011252,Nicholas Thompson,1937-12-05,Single,Male,90000.00,3,0,Graduate Degree,Management,1,1,2020-08-14
11253,Victoria,Canada,AW00011253,José Hernandez,1949-08-24,Married,Male,60000.00,2,0,Graduate Degree,Management,1,2,2022-03-01
11254,Burien,United States,AW00011254,Johnathan Vance,1938-08-31,Married,Male,70000.00,4,0,Graduate Degree,Management,1,2,2022-11-23
11255,Burien,United States,AW00011255,Colin Lin,1938-10-02,Married,Male,70000.00,4,0,Graduate Degree,Management,1,2,2022-02-23
11256,Lynnwood,United States,AW00011256,Katelyn Hernandez,1939-03-20,Married,Female,70000.00,4,0,Graduate Degree,Management,1,2,2022-04-15
11257,Newport Beach,United States,AW00011257,Jacqueline Powell,1938-07-06,Single,Female,120000.00,1,2,Graduate Degree,Management,1,4,2020-08-24
11258,Palo Alto,United States,AW00011258,Xavier Hill,1938-12-26,Married,Male,120000.00,1,2,Graduate Degree,Management,1,4,2022-05-21
11259,Salem,United States,AW00011259,Victoria Stewart,1970-09-24,Married,Female,100000.00,4,1,Partial College,Professional,1,4,2020-09-04
11260,Burlingame,United States,AW00011260,Katelyn Kelly,1976-04-08,Married,Female,110000.00,2,2,Bachelors,Management,1,3,2022-02-05
11261,San Diego,United States,AW00011261,Stephanie Collins,1970-10-22,Married,Female,130000.00,1,2,Graduate Degree,Management,1,1,2020-09-27
11262,Port Hammond,Canada,AW00011262,Jennifer Simmons,1975-05-01,Married,Female,80000.00,4,3,Bachelors,Management,1,0,2022-02-27
11263,Burien,United States,AW00011263,Trinity Richardson,1970-03-11,Married,Female,90000.00,5,5,Partial College,Professional,1,3,2020-08-29
11264,Issaquah,United States,AW00011264,Eduardo Martin,1969-12-15,Single,Male,90000.00,5,5,Partial College,Professional,0,3,2022-01-02
11265,Kirkland,United States,AW00011265,Elizabeth Jones,1970-01-10,Married,Female,90000.00,5,5,Partial College,Professional,1,3,2022-01-03
11266,Port Orchard,United States,AW00011266,Taylor Howard,1969-11-02,Single,Female,90000.00,0,0,Partial College,Professional,0,1,2020-09-10
11267,Burlingame,United States,AW00011267,David Diaz,1975-09-29,Single,Male,120000.00,4,2,Partial College,Professional,1,4,2020-09-17
11268,Coronado,United States,AW00011268,Katelyn Carter,1969-10-31,Married,Female,130000.00,2,2,Graduate Degree,Management,1,2,2022-05-29
11269,Daly City,United States,AW00011269,Ryan Foster,1975-10-10,Married,Male,130000.00,2,2,Graduate Degree,Management,1,2,2022-08-22
11270,Lakewood,United States,AW00011270,Robert Lee,1975-05-01,Married,Male,130000.00,2,2,Graduate Degree,Management,1,3,2020-09-10
11271,San Francisco,United States,AW00011271,Danielle Reed,1969-12-03,Single,Female,150000.00,2,0,Bachelors,Management,0,4,2020-09-27
11272,Beverly Hills,United States,AW00011272,Lauren Martinez,1962-05-10,Single,Female,70000.00,4,3,Partial College,Professional,1,0,2020-09-19
11273,La Jolla,United States,AW00011273,Nathan Lal,1962-03-31,Married,Male,90000.00,2,1,Partial College,Professional,1,0,2022-05-14
11274,Bellingham,United States,AW00011274,Kyle Foster,1939-10-10,Married,Male,50000.00,2,0,Graduate Degree,Management,1,2,2020-08-29
11275,Colma,United States,AW00011275,Jenny Rai,1939-07-18,Married,Female,80000.00,4,0,Graduate Degree,Management,1,2,2020-08-30
11276,Cliffside,Canada,AW00011276,Nancy Chapman,1974-09-15,Married,Female,80000.00,4,3,Partial College,Professional,1,2,2022-01-29
11277,Royal Oak,Canada,AW00011277,Charles Jackson,1968-12-07,Married,Male,80000.00,4,3,Partial College,Professional,1,2,2022-02-02
11278,Edmonds,United States,AW00011278,Jonathan Phillips,1969-02-16,Single,Male,90000.00,0,0,Partial College,Professional,0,1,2020-09-16
11279,Everett,United States,AW00011279,Amanda Cook,1974-09-08,Married,Female,90000.00,0,0,Partial College,Professional,1,1,2022-03-03
11280,Lynnwood,United States,AW00011280,Robert Collins,1969-02-17,Married,Male,90000.00,0,0,Partial College,Professional,1,1,2022-07-01
11281,Burbank,United States,AW00011281,Megan Barnes,1974-10-06,Single,Female,110000.00,4,2,Bachelors,Management,1,4,2020-09-13
11282,Burien,United States,AW00011282,Christian Thomas,1967-07-16,Married,Male,90000.00,5,4,Partial College,Professional,1,4,2020-08-31
11283,Berkeley,United States,AW00011283,Arturo Lal,1968-04-24,Married,Male,110000.00,1,3,Bachelors,Management,1,2,2022-05-29
11284,Chula Vista,United States,AW00011284,Theresa Serrano,1967-09-24,Married,Female,110000.00,1,3,Bachelors,Management,1,2,2022-02-06
11285,Fremont,United States,AW00011285,Jeremy Anderson,1973-03-15,Married,Male,120000.00,1,3,Partial College,Professional,0,4,2022-07-27
11286,Torrance,United States,AW00011286,Hunter Griffin,1967-08-31,Married,Male,170000.00,0,0,Graduate Degree,Management,1,4,2020-09-21
11287,Cliffside,Canada,AW00011287,Henry Garcia,1966-07-16,Married,Male,70000.00,5,4,Partial College,Professional,0,3,2022-01-29
11288,Burbank,United States,AW00011288,Cindy Sanchez,1978-03-12,Married,Female,110000.00,1,3,Bachelors,Management,1,3,2022-03-05
11289,Downey,United States,AW00011289,Maria Carter,1972-03-03,Married,Female,130000.00,1,3,Bachelors,Management,1,1,2020-09-08
11290,Lakewood,United States,AW00011290,Katelyn Sanchez,1972-08-14,Married,Female,130000.00,1,3,Bachelors,Management,1,3,2020-09-20
11291,Lemon Grove,United States,AW00011291,Jenna Wright,1972-05-01,Married,Female,130000.00,1,3,Bachelors,Management,1,3,2020-09-04
11292,San Gabriel,United States,AW00011292,Seth Phillips,1967-05-05,Single,Male,150000.00,1,2,Partial College,Professional,0,3,2020-09-15
11293,Port Orchard,United States,AW00011293,Luke Long,1960-11-23,Single,Male,60000.00,2,0,High School,Professional,0,2,2022-02-24
11294,Issaquah,United States,AW00011294,Dalton Clark,1961-03-02,Married,Male,60000.00,2,0,High School,Professional,0,2,2022-09-25
11295,Concord,United States,AW00011295,Taylor Lewis,1959-11-13,Single,Female,80000.00,2,0,Partial High School,Skilled Manual,1,2,2020-09-25
11296,Everett,United States,AW00011296,Haley Richardson,1941-04-05,Single,Female,50000.00,2,0,Graduate Degree,Management,1,2,2020-09-01
11297,Burbank,United States,AW00011297,Noah Coleman,1940-08-01,Single,Male,70000.00,4,0,Graduate Degree,Management,1,2,2020-09-26
11298,Chula Vista,United States,AW00011298,Jon Luo,1940-08-30,Married,Male,70000.00,4,0,Graduate Degree,Management,1,2,2020-09-12
11299,Burbank,United States,AW00011299,Orlando Vazquez,1941-09-29,Married,Male,70000.00,4,0,Graduate Degree,Management,1,2,2020-09-26
11300,N. Vancouver,Canada,AW00011300,Fernando Barnes,1965-08-31,Married,Male,80000.00,5,4,Partial College,Professional,0,3,2022-01-31
11301,Ballard,United States,AW00011301,Cameron Rodriguez,1965-12-07,Married,Male,80000.00,5,4,Partial College,Professional,1,4,2022-06-09
11302,Corvallis,United States,AW00011302,Spencer Russell,1971-12-09,Single,Male,90000.00,4,3,High School,Professional,0,3,2020-09-06
11303,Edmonds,United States,AW00011303,Julia Coleman,1966-04-10,Single,Female,90000.00,4,3,High School,Professional,0,3,2020-09-02
11304,Portland,United States,AW00011304,Julia Garcia,1971-03-14,Married,Female,100000.00,0,3,Partial College,Professional,1,0,2022-03-20
11305,Chula Vista,United States,AW00011305,Sean Evans,1965-12-17,Married,Male,110000.00,3,3,Partial College,Professional,0,4,2022-03-25
11306,Coronado,United States,AW00011306,Micah Zhou,1965-12-20,Married,Male,110000.00,3,3,Partial College,Professional,0,4,2022-06-30
11307,Daly City,United States,AW00011307,Hunter Rodriguez,1965-10-31,Married,Male,80000.00,2,0,Partial High School,Skilled Manual,1,2,2020-09-04
11308,Oregon City,United States,AW00011308,Ian Gonzales,1959-09-02,Married,Male,60000.00,2,0,High School,Professional,0,2,2022-09-07
11309,Beaverton,United States,AW00011309,Victoria Lewis,1959-12-10,Single,Female,60000.00,2,0,High School,Professional,1,2,2022-07-09
11310,San Francisco,United States,AW00011310,Erin Sanders,1964-07-05,Single,Female,70000.00,3,0,Graduate Degree,Management,1,2,2022-08-12
11311,Lynnwood,United States,AW00011311,Gabrielle Lopez,1959-02-21,Single,Female,70000.00,3,0,Graduate Degree,Management,0,2,2022-04-18
11312,Lynnwood,United States,AW00011312,Sara Richardson,1958-10-01,Single,Female,70000.00,3,0,Graduate Degree,Management,1,2,2022-05-17
11313,Port Orchard,United States,AW00011313,Trevor Jenkins,1958-08-27,Single,Male,70000.00,3,0,Graduate Degree,Management,1,2,2022-05-07
11314,Issaquah,United States,AW00011314,Mya Flores,1970-06-16,Single,Female,70000.00,3,0,Graduate Degree,Management,0,2,2022-02-25
11315,Port Orchard,United States,AW00011315,Hailey Ward,1959-03-31,Single,Female,70000.00,3,0,Graduate Degree,Management,0,2,2022-05-20
11316,Langford,Canada,AW00011316,Luke Allen,1959-05-17,Married,Male,60000.00,3,0,Graduate Degree,Management,1,2,2022-01-12
11317,Salem,United States,AW00011317,Victoria Russell,1963-09-14,Single,Female,40000.00,3,0,Partial College,Professional,0,2,2020-09-01
11318,Edmonds,United States,AW00011318,Jessica Wilson,1958-04-25,Single,Female,40000.00,3,0,Partial College,Professional,0,2,2022-10-17
11319,Oakland,United States,AW00011319,Jade Bailey,1948-04-23,Married,Female,70000.00,4,0,Graduate Degree,Management,0,2,2020-09-09
11320,Glendale,United States,AW00011320,Morgan Hill,1942-12-24,Married,Female,80000.00,4,0,Graduate Degree,Management,1,2,2022-06-15
11321,Burien,United States,AW00011321,Terrance Raman,1944-01-05,Married,Male,90000.00,5,0,Bachelors,Management,1,2,2022-02-23
11322,Bremerton,United States,AW00011322,Sydney Garcia,1943-09-12,Married,Female,90000.00,5,0,Bachelors,Management,1,2,2022-03-24
11323,Daly City,United States,AW00011323,Jose Patterson,1943-12-18,Single,Male,120000.00,2,4,Graduate Degree,Management,1,3,2020-09-10
11324,Glendale,United States,AW00011324,Zachary Anderson,1944-11-10,Married,Male,90000.00,5,0,Bachelors,Management,1,2,2020-09-26
11325,Seattle,United States,AW00011325,Elijah Ross,1944-12-29,Single,Male,90000.00,5,0,Bachelors,Management,1,2,2020-09-19
11326,Beverly Hills,United States,AW00011326,Rafael Xie,1944-12-23,Married,Male,130000.00,2,3,Bachelors,Management,1,4,2020-09-15
11327,Burbank,United States,AW00011327,Jaime Moreno,1945-09-01,Married,Male,90000.00,5,0,Bachelors,Management,1,2,2020-09-26
11328,Newton,Canada,AW00011328,Julian Griffin,1945-06-30,Married,Male,90000.00,5,0,Bachelors,Management,1,2,2022-01-05
11329,Concord,United States,AW00011329,Andy Alvarez,1946-01-22,Single,Male,90000.00,5,0,Bachelors,Management,1,2,2020-09-25
11330,Oak Bay,Canada,AW00011330,Ryan Thompson,1945-11-10,Married,Male,110000.00,2,4,Graduate Degree,Management,1,1,2022-02-12
11331,Shawnee,Canada,AW00011331,Samantha Jenkins,1974-01-03,Married,Female,90000.00,4,4,Partial College,Skilled Manual,1,2,2022-02-07
11332,Berlin,Germany,AW00011332,Deanna Ramos,1968-04-02,Single,Female,10000.00,1,0,Graduate Degree,Manual,1,0,2020-10-15
11333,Newcastle upon Tyne,United Kingdom,AW00011333,Emily Miller,1968-01-07,Married,Female,20000.00,1,0,Graduate Degree,Clerical,1,0,2020-03-21
11334,Stoke-on-Trent,United Kingdom,AW00011334,Nicole Brown,1966-09-19,Married,Female,10000.00,1,0,Bachelors,Manual,1,0,2020-03-04
11335,Hof,Germany,AW00011335,Carla Raman,1977-12-18,Married,Female,10000.00,1,0,Bachelors,Manual,1,0,2020-10-23
11336,Paris,France,AW00011336,Shaun Raji,1973-03-08,Married,Male,20000.00,1,0,Graduate Degree,Clerical,1,0,2021-09-27
